RE	TF	cnt	HOTness
chrX:4404843-4405098	elt-1,eor-1,hlh-30,mdl-1,sma-9,unc-55	6	cold
chrX:4409670-4409798	daf-16,die-1,hlh-30,madf-10,rpc-1	5	cold
chrX:4410114-4410238	snpc-4	1	cold
chrX:4410549-4410723	daf-16,die-1,him-1,lir-3,madf-10,mxl-1,nhr-48,nhr-90,rec-8,repo-1,rpc-1,snpc-4,ztf-18	13	cold
chrX:4419084-4419257	.	0	cold
chrX:4423533-4423715	lsy-2	1	cold
chrX:4425498-4425671	crh-2,dsc-1,fkh-10,unc-42,unc-86	5	cold
chrX:4429471-4429654	daf-16,dsc-1,hlh-1,nhr-71,rnt-1,snu-23	6	cold
chrX:4434584-4434809	ceh-31,ces-1,fkh-10,lin-35,lsy-2,unc-42,unc-55	7	cold
chrX:4435371-4435497	hlh-1,rnt-1	2	cold
chrX:4435738-4435917	cebp-1	1	cold
chrX:4436305-4436491	.	0	cold
chrX:4436835-4437052	cebp-1,unc-55	2	cold
chrX:4437627-4437753	ces-1,crh-2,daf-16,dsc-1,elt-2,fos-1,hlh-1,nhr-80,pqm-1	9	cold
chrX:4438943-4439063	daf-16,hlh-30	2	cold
chrX:4439342-4439533	daf-16,elt-2,nhr-80	3	cold
chrX:4439635-4439822	daf-16,elt-2,fos-1,nhr-80,pha-4	5	cold
chrX:4442466-4442665	.	0	cold
chrX:4443247-4443404	.	0	cold
chrX:4444156-4444275	aha-1,ahr-1,aly-1,athp-1,cebp-1,ceh-14,ceh-2,ceh-28,ceh-31,ceh-34,ceh-36,ceh-48,ceh-82,ces-1,che-1,cog-1,crh-2,daf-16,dao-5,die-1,dpl-1,dsc-1,duxl-1,dve-1,efl-1,elt-2,ets-7,eyg-1,fax-1,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-30,hlh-6,hlh-8,hmbx-1,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lir-3,lsy-2,madf-10,madf-2,mdl-1,mls-2,mxl-1,nhr-102,nhr-20,nhr-21,nhr-232,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-90,npax-4,pha-4,pop-1,rbr-2,rec-8,ref-2,rnt-1,rpc-1,sdc-2,sem-4,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,ttx-3,unc-130,unc-3,unc-55,unc-86,xbp-1,zfp-2,ztf-16,ztf-18,ztf-26	90	HOT
chrX:4444546-4444670	.	0	cold
chrX:4444914-4445034	atf-7,athp-1,cebp-1,ceh-34,ceh-79,che-1,crh-2,daf-16,dao-5,die-1,dpff-1,dsc-1,elt-2,fos-1,hlh-30,hmg-11,hnd-1,lir-3,madf-10,mdl-1,nfya-1,nhr-102,nhr-20,nhr-80,nhr-90,pha-4,rbr-2,rec-8,rnt-1,rpc-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,xbp-1,ztf-18,ztf-26,ztf-7	42	HOT
chrX:4452061-4452204	efl-1	1	cold
chrX:4453174-4453300	daf-16,die-1,duxl-1,elt-3,him-1,lir-3,madf-10,nhr-80,nhr-90,rpc-1,snpc-4,ztf-18	12	cold
chrX:4457977-4458106	ceh-14,ceh-18,ceh-2,ceh-28,ceh-31,ceh-34,ceh-48,ces-1,crh-2,daf-16,dpl-1,dve-1,efl-1,egl-13,egl-5,elt-2,eor-1,fkh-10,fkh-8,fos-1,hif-1,hlh-1,hlh-30,hmg-11,jun-1,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-80,nhr-90,pha-2,pqm-1,rbr-2,rnt-1,sdc-2,skn-1,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-42,unc-55,unc-86,xbp-1	53	HOT
chrX:4462515-4462627	ceh-14,ceh-31,ces-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,eor-1,fkh-8,fos-1,hlh-30,hmg-11,jun-1,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,nhr-90,pax-1,pha-4,pqm-1,rbr-2,rnt-1,sma-3,sma-9,snpc-4,snu-23,swsn-7,unc-130,unc-42,unc-55,xbp-1	41	HOT
chrX:4469405-4469521	aly-2,blmp-1,cebp-1,ceh-18,ceh-28,ceh-31,ceh-82,ceh-90,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,fkh-8,fos-1,hif-1,him-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mef-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pax-1,pha-4,pqm-1,pros-1,rbr-2,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,vab-15,xbp-1,ztf-18,ztf-4,ztf-7	75	HOT
chrX:4476371-4476637	.	0	cold
chrX:4477595-4477748	pha-4	1	cold
chrX:4478617-4478736	crh-2,daf-16,dve-1,elt-2,fos-1,nhr-80,pha-4,pqm-1	8	cold
chrX:4478910-4479075	elt-2,nhr-80	2	cold
chrX:4480096-4480281	cebp-1,elt-2,hlh-30,jun-1,mdl-1,nhr-80,pha-4	7	cold
chrX:4480784-4481056	cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,nhr-80,pha-4,pqm-1	9	cold
chrX:4481336-4481576	.	0	cold
chrX:4484139-4484319	blmp-1,fos-1,hlh-30,nhr-20,nhr-25,nhr-71,pha-2,snu-23	8	cold
chrX:4484416-4484525	nhr-20,peb-1,pha-2	3	cold
chrX:4486328-4486468	.	0	cold
chrX:4487088-4487373	pha-4	1	cold
chrX:4488980-4489143	ces-1,hif-1,lsy-2,rbr-2,unc-55	5	cold
chrX:4490450-4490630	cebp-1,ces-1,hlh-30,lin-35,lsy-2,mdl-1,nhr-20,nhr-71,snu-23,swsn-7	10	cold
chrX:4492260-4492475	daf-16,dve-1,pha-4	3	cold
chrX:4493403-4493609	ces-1,unc-42	2	cold
chrX:4494560-4494712	cebp-1,daf-16,dve-1,elt-2,him-1,nhr-102,spr-1	7	cold
chrX:4495198-4495326	.	0	cold
chrX:4495514-4495730	elt-2	1	cold
chrX:4496197-4496405	nhr-23	1	cold
chrX:4497703-4497823	daf-16,dve-1	2	cold
chrX:4498112-4498297	cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,jun-1,mdl-1,nhr-20,nhr-80,nhr-90,pha-4,pqm-1,skn-1,sma-3,sma-9	17	cold
chrX:4498529-4498691	elt-2,eor-1,mdl-1,nhr-23,nhr-25,nhr-80,nhr-85,rnt-1,sdc-2,snu-23,xbp-1,zip-8	12	cold
chrX:4499163-4499277	eor-1,hlh-30	2	cold
chrX:4500037-4500171	dsc-1,nhr-23,nhr-25,sma-9,snu-23	5	cold
chrX:4502073-4502390	daf-16,dve-1,elt-2,nhr-80,pha-4,pqm-1	6	cold
chrX:4503366-4503481	crh-2,daf-16,mdl-1,pha-4,snu-23,xbp-1	6	cold
chrX:4503667-4503796	.	0	cold
chrX:4504189-4504318	cebp-1,egl-5,fos-1,hmg-11,lsy-2,mdl-1,mls-2,nhr-71,rnt-1,sdc-2,snu-23,sptf-1,tbx-2,unc-42,unc-55	15	cold
chrX:4504424-4504539	cebp-1,ces-1,crh-2,daf-16,egl-5,eor-1,fos-1,hif-1,hlh-30,lsy-2,mdl-1,mls-2,nhr-25,nhr-71,pha-4,rnt-1,snu-23,sptf-1,tbx-2,unc-42,unc-55	21	HOT
chrX:4507122-4507331	atf-7,blmp-1,cebp-1,ceh-18,ceh-28,daf-16,dve-1,elt-2,hlh-30,jun-1,lin-35,nhr-20,nhr-25,nhr-48,nhr-71,nhr-90,pha-4,sma-3,snu-23,swsn-7,xbp-1	21	HOT
chrX:4507481-4507623	ceh-28,crh-2,dve-1,elt-2,fos-1,hlh-30,jun-1,nhr-80,pqm-1	9	cold
chrX:4508076-4508194	cebp-1,daf-16,fos-1,lsy-2,nhr-80	5	cold
chrX:4509332-4509478	.	0	cold
chrX:4510800-4511047	cebp-1,daf-16,elt-2,nhr-80	4	cold
chrX:4512854-4513091	daf-16,nhr-80,tbx-2	3	cold
chrX:4513418-4513541	daf-16	1	cold
chrX:4513724-4513903	cebp-1,ces-1,daf-16,dve-1,elt-2,eor-1,hlh-8,mls-2,nfya-1,nhr-25,nhr-80,snpc-4,snu-23,sptf-1,unc-55,xbp-1	16	cold
chrX:4516894-4517001	ces-1,efl-1,elt-2,hlh-30,lsy-2,mdl-1,nhr-20,nhr-23,nhr-47,nhr-71,pha-4,sma-9,snu-23,swsn-7,unc-55,xbp-1	16	cold
chrX:4518515-4518635	.	0	cold
chrX:4520071-4520242	blmp-1,cebp-1,ceh-28,crh-2,elt-3,eor-1,lsy-12,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,sma-3,snu-23,xbp-1,ztf-4	17	cold
chrX:4521297-4521416	ceh-48,ces-1,eor-1,hlh-30,mdl-1,unc-55,xbp-1	7	cold
chrX:4521507-4521609	ceh-48,daf-16,eor-1,mdl-1,xbp-1	5	cold
chrX:4522010-4522086	cebp-1,daf-16,dve-1,elt-3,nhr-90,pha-4	6	cold
chrX:4522304-4522402	cog-1,elt-1,elt-3,eor-1,hlh-30,lsy-2,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,nhr-85,rnt-1,sdc-2,sem-4,sma-3,sma-9,tbx-2,unc-55	20	HOT
chrX:4522523-4522651	ces-1,cog-1,eor-1,fkh-8,hlh-30,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-25,nhr-47,nhr-71,nhr-85,rbr-2,sdc-2,sma-3,snu-23,swsn-7,unc-55,xbp-1	21	HOT
chrX:4523426-4523555	daf-16,dve-1,hlh-30,pha-4	4	cold
chrX:4523995-4524168	aha-1,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-28,ceh-31,ceh-34,ceh-79,ceh-82,ces-1,che-1,cog-1,crh-2,daf-16,die-1,dpl-1,dsc-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-7,eyg-1,fkh-10,fkh-8,fos-1,hif-1,him-1,hlh-30,hlh-8,hmg-11,hnd-1,irx-1,jun-1,let-607,lin-35,lsy-12,lsy-2,madf-2,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-2,pha-4,pqm-1,pros-1,rbr-2,ref-2,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snu-23,sptf-1,swsn-7,tbx-2,ttx-3,unc-42,unc-55,unc-86,xbp-1,ztf-11,ztf-18,ztf-26	83	HOT
chrX:4524513-4524657	.	0	cold
chrX:4524876-4525014	nhr-20,nhr-23,nhr-25,nhr-71,nhr-85,nhr-90,rnt-1,sma-9,snu-23,swsn-7,xbp-1	11	cold
chrX:4526038-4526213	lir-3	1	cold
chrX:4526530-4526651	aly-2,ceh-28,ceh-82,crh-2,daf-16,duxl-1,dve-1,elt-3,lsy-2,nhr-102,nhr-21,nhr-23,nhr-237,nhr-48,nhr-71,nhr-90,sma-3,snu-23,tbx-2,xbp-1	20	HOT
chrX:4528955-4529126	blmp-1,cebp-1,crh-2,daf-16,dpl-1,dve-1,elt-1,elt-2,elt-3,eor-1,fos-1,hlh-30,irx-1,jun-1,let-607,lir-3,lsy-2,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,sma-3,sma-9,snu-23,swsn-7,tbx-2,unc-130,unc-62,xbp-1,ztf-26	39	HOT
chrX:4529304-4529472	daf-16,elt-2,nhr-20,nhr-80	4	cold
chrX:4530695-4530884	crh-2,daf-16,dve-1,elt-1,elt-2,fos-1,hlh-30,jun-1,lsy-2,mdl-1,nhr-20,nhr-48,nhr-80,pha-4,pqm-1,sma-9,snu-23	17	cold
chrX:4532128-4532299	atf-7,blmp-1,cebp-1,ceh-18,ceh-28,crh-2,daf-16,die-1,dpl-1,dve-1,egl-5,elt-2,elt-3,fos-1,hif-1,hlh-1,hlh-30,irx-1,jun-1,let-607,lin-35,lsy-12,lsy-2,madf-10,mdl-1,nfya-1,nhr-10,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,repo-1,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-55,unc-62,xbp-1,ztf-26,ztf-4	55	HOT
chrX:4532656-4532801	elt-2	1	cold
chrX:4534126-4534297	daf-16,dve-1,elt-2,nhr-80,pha-4,pqm-1	6	cold
chrX:4549278-4549415	.	0	cold
chrX:4549998-4550150	elt-1,hlh-30,mdl-1,nhr-20,snu-23,xbp-1	6	cold
chrX:4550294-4550476	mdl-1,nhr-20,nhr-71,nhr-85,sma-3,snu-23,xbp-1	7	cold
chrX:4551009-4551198	blmp-1,cebp-1,elt-3,hlh-30,lin-35,mdl-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-71,nhr-85,nhr-90,ref-2,rnt-1,sem-4,sma-3,sma-9,snu-23,unc-130,vab-15,zip-8	22	HOT
chrX:4552157-4552420	zip-8	1	cold
chrX:4553084-4553245	elt-1,sma-9	2	cold
chrX:4553541-4553768	cebp-1,mdl-1,nhr-71,nhr-85,sma-9,snu-23,swsn-7	7	cold
chrX:4554031-4554155	.	0	cold
chrX:4556039-4556275	nhr-85,sem-4	2	cold
chrX:4561525-4561733	hlh-4	1	cold
chrX:4564781-4564995	crh-2,daf-16,dve-1,elt-2,fos-1,hlh-30,jun-1,mdl-1,nhr-102,nhr-20,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9	18	HOT
chrX:4565725-4565938	daf-16,elt-2,nhr-80	3	cold
chrX:4567176-4567347	daf-16,dve-1,elt-2,fos-1,jun-1,nhr-80,pha-4,pqm-1,sma-9	9	cold
chrX:4569377-4569603	elt-1,nhr-20,nhr-25,nhr-71,nhr-80,nhr-85,sma-9,snu-23	8	cold
chrX:4570810-4570984	daf-16	1	cold
chrX:4571185-4571444	.	0	cold
chrX:4573929-4574024	ceh-14,unc-42	2	cold
chrX:4574100-4574237	ceh-14,unc-42	2	cold
chrX:4575305-4575443	pax-1	1	cold
chrX:4576389-4576542	ceh-31,ceh-36,ceh-48,ces-1,cog-1,fkh-10,fkh-8,hlh-30,hmg-11,mdl-1,mls-2,nfya-1,sptf-1,unc-42,unc-55	15	cold
chrX:4578951-4579071	daf-16,dve-1,fos-1,nhr-80,pha-4,pqm-1	6	cold
chrX:4587683-4587810	.	0	cold
chrX:4588024-4588131	ceh-28,ces-1,crh-2,daf-16,dpl-1,dve-1,efl-1,egl-5,elt-2,eor-1,hlh-1,hlh-30,hmg-11,irx-1,jun-1,let-607,lin-35,lsy-2,mdl-1,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,nhr-80,nhr-90,pha-4,rbr-2,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,swsn-7,unc-42,unc-55,xbp-1,ztf-18	41	HOT
chrX:4588425-4588634	daf-16	1	cold
chrX:4605827-4605943	.	0	cold
chrX:4606355-4606489	ahr-1,atf-7,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-31,ceh-34,ceh-36,ceh-48,ceh-79,cog-1,crh-2,daf-16,dpl-1,dsc-1,duxl-1,dve-1,egl-13,elt-1,ets-7,fkh-8,gmeb-2,hif-1,him-1,hlh-30,hmbx-1,hmg-11,irx-1,jun-1,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-23,nhr-25,nhr-47,nhr-71,nhr-85,nhr-90,pha-2,pha-4,pop-1,rbr-2,ref-2,repo-1,rnt-1,sdc-2,sma-3,sma-9,snu-23,spr-1,sptf-1,swsn-7,tbx-2,tra-4,unc-42,unc-55,unc-86,vab-15,xbp-1,zfp-2,ztf-11,ztf-16,ztf-18,ztf-26,ztf-4	74	HOT
chrX:4606623-4606790	atf-7,blmp-1,cebp-1,ceh-18,ceh-24,ceh-31,ceh-48,ceh-79,che-1,cog-1,crh-2,daf-16,dpff-1,dsc-1,dve-1,elt-2,elt-3,eor-1,fkh-8,fos-1,hif-1,hlh-1,hlh-30,hmg-11,hnd-1,irx-1,jun-1,lin-35,mdl-1,mls-2,nhr-102,nhr-21,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-2,pha-4,rbr-2,ref-2,repo-1,rnt-1,snu-23,sptf-1,tbx-2,unc-42,unc-55,vab-15,xbp-1,ztf-18,ztf-26,ztf-4	54	HOT
chrX:4607435-4607576	die-1,him-1,hlh-30,nhr-90,rpc-1,snpc-4,ztf-18	7	cold
chrX:4609741-4609872	egl-5,hlh-1	2	cold
chrX:4616964-4617131	aly-1,cebp-1,ceh-14,ceh-18,ceh-28,ceh-31,ceh-34,ceh-48,ces-1,che-1,cog-1,die-1,dve-1,efl-1,egl-5,eor-1,ets-7,eyg-1,fax-1,hif-1,him-1,hlh-30,hlh-6,hmg-11,lin-35,lsy-2,madf-10,mdl-1,mls-2,nhr-232,nhr-80,pha-4,rbr-2,ref-2,rnt-1,sdc-2,snu-23,sptf-1,tbx-2,ttx-3,unc-3,unc-42,unc-55,unc-86,xbp-1,ztf-26	46	HOT
chrX:4617937-4618071	aly-1	1	cold
chrX:4618682-4618819	.	0	cold
chrX:4619698-4619817	cebp-1,ceh-28,dpl-1,dve-1,efl-1,egl-5,elt-2,hlh-30,lin-35,lsy-2,mdl-1,nhr-25,pha-4,snu-23,unc-55	15	cold
chrX:4620080-4620350	aly-1,ceh-14,ceh-18,ceh-31,ceh-34,ces-1,che-1,dsc-1,egl-13,fax-1,fkh-10,fkh-8,him-1,hlh-8,lim-6,mls-2,snu-23,sptf-1,swsn-7,unc-42,unc-55,unc-86	22	HOT
chrX:4621178-4621407	daf-16	1	cold
chrX:4625844-4625975	unc-42	1	cold
chrX:4626496-4626630	.	0	cold
chrX:4628861-4629034	crh-2,daf-16,dsc-1,egl-13,egl-5,hlh-1,hlh-8,rnt-1,snu-23,unc-55	10	cold
chrX:4632156-4632389	daf-16,dve-1,elt-2,fos-1,nhr-80,pqm-1	6	cold
chrX:4635762-4635903	aly-1,ceh-18,ceh-2,ceh-31,ceh-34,ces-1,cog-1,daf-16,dpl-1,dsc-1,efl-1,egl-13,egl-5,eor-1,fkh-8,hlh-30,hmg-11,irx-1,lin-35,lir-3,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-23,nhr-232,nhr-25,nhr-47,nhr-71,nhr-85,pha-4,rbr-2,rnt-1,sdc-2,sma-9,snu-23,sptf-1,swsn-7,tbx-2,unc-42,unc-55,unc-86,vab-15,xbp-1,ztf-11	46	HOT
chrX:4636218-4636382	dve-1,elt-2,fos-1,nhr-80,sma-9	5	cold
chrX:4636699-4636806	.	0	cold
chrX:4637038-4637257	hif-1,pha-4	2	cold
chrX:4647114-4647285	.	0	cold
chrX:4650377-4650526	.	0	cold
chrX:4651439-4651646	.	0	cold
chrX:4652931-4653160	dsc-1,unc-42	2	cold
chrX:4658855-4658985	dve-1,elt-2,nhr-102,nhr-80,pqm-1	5	cold
chrX:4660523-4660859	elt-2,fkh-10,fos-1,lsy-2,nhr-80,pqm-1	6	cold
chrX:4661968-4662068	fkh-8	1	cold
chrX:4662505-4662782	blmp-1,cebp-1,ceh-18,ceh-31,ceh-34,ceh-82,dpl-1,duxl-1,dve-1,efl-1,elt-3,eor-1,fos-1,hif-1,jun-1,lir-3,lsy-2,mdl-1,nfya-1,nhr-10,nhr-20,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-85,nhr-90,peb-1,pha-2,pha-4,pros-1,rbr-2,ref-2,rnt-1,sem-4,sma-3,sma-9,snpc-4,snu-23,swsn-7,tbx-2,unc-130,unc-55,xbp-1,ztf-26,ztf-4	47	HOT
chrX:4663094-4663210	blmp-1,daf-16,dve-1,elt-2,fos-1,mdl-1,nhr-71,nhr-80,sma-9,unc-55	10	cold
chrX:4663412-4663531	elt-3,nhr-20,nhr-85,sma-3	4	cold
chrX:4664608-4664749	nhr-48	1	cold
chrX:4664871-4665004	fkh-8	1	cold
chrX:4666033-4666399	daf-16,elt-2,hlh-30,mdl-1,nhr-20,pha-4,sma-9	7	cold
chrX:4667836-4667939	cebp-1,pha-4	2	cold
chrX:4671924-4672055	daf-16,dve-1,elt-2,nhr-80	4	cold
chrX:4672662-4672883	daf-16,fos-1	2	cold
chrX:4673233-4673363	daf-16,elt-2,hlh-30,nhr-20,pqm-1,sma-9	6	cold
chrX:4673637-4673837	daf-16,nhr-80	2	cold
chrX:4674047-4674232	.	0	cold
chrX:4682209-4682339	.	0	cold
chrX:4684095-4684297	.	0	cold
chrX:4684981-4685133	nhr-25	1	cold
chrX:4685621-4685813	hlh-30,mdl-1,nhr-25	3	cold
chrX:4691879-4692071	eor-1	1	cold
chrX:4694688-4694828	nhr-25	1	cold
chrX:4695008-4695146	nhr-23	1	cold
chrX:4698328-4698503	ceh-28,daf-16,dve-1,elt-2,fos-1,hlh-30,mdl-1,nhr-102,nhr-20,nhr-80,nhr-90,pqm-1,sma-9	13	cold
chrX:4699301-4699444	.	0	cold
chrX:4699755-4699907	cebp-1,ceh-18,ceh-31,efl-1,egl-5,eor-1,fkh-10,fkh-8,hlh-1,hmg-11,lin-35,lsy-2,mdl-1,mls-2,nfya-1,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-71,rbr-2,rnt-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,unc-42,unc-55,xbp-1,zfp-2	33	HOT
chrX:4700185-4700329	atf-7,cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hif-1,hlh-30,nhr-102,nhr-48,nhr-80,pha-4,pqm-1,sma-9,unc-62	16	cold
chrX:4700427-4700577	nhr-80,tbx-2	2	cold
chrX:4700846-4701002	.	0	cold
chrX:4702429-4702552	.	0	cold
chrX:4703944-4704226	hlh-30,tbx-2	2	cold
chrX:4705629-4705806	blmp-1,elt-1,nhr-20	3	cold
chrX:4705988-4706194	elt-3,nhr-20,nhr-23,nhr-71,nhr-85,snu-23	6	cold
chrX:4706847-4706996	cebp-1,ceh-18,ceh-31,ceh-48,ces-1,cog-1,crh-2,daf-16,dpl-1,dsc-1,dve-1,efl-1,elt-2,eor-1,fos-1,hif-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,let-607,lin-35,lsy-12,lsy-2,madf-10,mdl-1,mls-2,nfya-1,nhr-102,nhr-20,nhr-47,nhr-71,nhr-80,pha-2,pha-4,pqm-1,rbr-2,rnt-1,skn-1,sma-3,sma-9,snpc-4,snu-23,sptf-1,swsn-7,tbx-2,unc-130,unc-42,unc-55,unc-86,xbp-1	53	HOT
chrX:4709447-4709644	.	0	cold
chrX:4711364-4711574	pqm-1	1	cold
chrX:4711963-4712108	aha-1,aly-1,atf-7,athp-1,blmp-1,cebp-1,ceh-14,ceh-18,ceh-2,ceh-22,ceh-28,ceh-31,ceh-34,ceh-48,ceh-82,ces-1,cog-1,crh-2,daf-16,dao-5,dpl-1,dsc-1,duxl-1,dve-1,efl-1,egl-13,egl-5,elt-1,elt-2,elt-3,eor-1,ets-4,eyg-1,fax-1,fkh-10,fkh-8,fos-1,gmeb-2,hif-1,him-1,hlh-1,hlh-30,hlh-8,hmg-11,irx-1,jun-1,let-607,lim-6,lin-35,lir-3,lsy-12,lsy-2,madf-10,madf-2,mdl-1,mef-2,mls-2,nfya-1,nhr-102,nhr-20,nhr-21,nhr-23,nhr-25,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,pros-1,rbr-2,ref-2,repo-1,rnt-1,sdc-2,sem-4,skn-1,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,syd-9,tbx-2,unc-130,unc-3,unc-42,unc-55,unc-86,vab-15,xbp-1,zfp-2,ztf-11,ztf-18,ztf-26,ztf-4,ztf-7	101	HOT
chrX:4712608-4712837	.	0	cold
chrX:4713993-4714185	.	0	cold
chrX:4717062-4717223	ces-1,dsc-1,unc-42	3	cold
chrX:4721082-4721361	ceh-14,ceh-18,ceh-31,ceh-48,ces-1,fkh-8,him-1,hmg-11,lsy-2,nhr-47,rbr-2,unc-42,unc-55	13	cold
chrX:4728087-4728245	.	0	cold
chrX:4741255-4741415	aly-1	1	cold
chrX:4742325-4742650	unc-55	1	cold
chrX:4742997-4743328	.	0	cold
chrX:4744126-4744282	aly-1,ceh-31,hmg-11,nhr-80	4	cold
chrX:4745962-4746096	.	0	cold
chrX:4746286-4746507	.	0	cold
chrX:4748470-4748577	.	0	cold
chrX:4748803-4748935	.	0	cold
chrX:4749197-4749386	aly-1,daf-16,dve-1,elt-2,fos-1,hlh-30,nhr-80,pqm-1	8	cold
chrX:4750188-4750446	.	0	cold
chrX:4750918-4751031	daf-16,nhr-80,pha-4,pqm-1	4	cold
chrX:4751127-4751282	mls-2,ref-2	2	cold
chrX:4751512-4751644	.	0	cold
chrX:4752182-4752306	.	0	cold
chrX:4757316-4757516	.	0	cold
chrX:4759830-4759963	ceh-31,ces-1,mls-2,ref-2	4	cold
chrX:4760720-4760899	mls-2	1	cold
chrX:4761611-4761730	mls-2	1	cold
chrX:4762951-4763072	mls-2	1	cold
chrX:4765082-4765237	unc-86	1	cold
chrX:4768670-4768830	.	0	cold
chrX:4783371-4783703	hlh-30,nhr-20,nhr-85	3	cold
chrX:4784884-4785029	daf-16,hlh-1,unc-55	3	cold
chrX:4785954-4786124	eor-1,him-1,unc-42	3	cold
chrX:4787590-4787967	ces-1,unc-42	2	cold
chrX:4789031-4789180	ahr-1,aly-1,atf-7,athp-1,cebp-1,ceh-18,ceh-36,che-1,daf-16,die-1,dpl-1,duxl-1,dve-1,elt-2,elt-3,eor-1,fax-1,fos-1,hif-1,him-1,hlh-30,hmbx-1,hmg-11,hnd-1,jun-1,let-607,lin-35,lir-3,lsy-12,lsy-2,madf-10,mdl-1,mls-2,mxl-1,nhr-102,nhr-20,nhr-23,nhr-232,nhr-47,nhr-48,nhr-71,nhr-80,nhr-85,nhr-90,pha-4,pqm-1,rbr-2,rec-8,repo-1,rnt-1,rpc-1,sdc-2,sma-3,sma-9,snpc-4,snu-23,spr-1,sptf-1,swsn-7,tbx-2,unc-130,unc-55,xbp-1,ztf-18,ztf-26	65	HOT
chrX:4789625-4789804	unc-55	1	cold
chrX:4790248-4790522	.	0	cold
chrX:4793116-4793263	daf-16,elt-2,nhr-80	3	cold
chrX:4794127-4794304	atf-7,blmp-1,cebp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hif-1,hlh-30,jun-1,let-607,madf-10,mdl-1,nhr-102,nhr-20,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9,unc-62	25	HOT
chrX:4795388-4795612	blmp-1,crh-2,daf-16,dve-1,elt-2,fos-1,hif-1,hlh-30,jun-1,lsy-12,lsy-2,mdl-1,nhr-102,nhr-20,nhr-25,nhr-48,nhr-71,nhr-80,nhr-90,pha-4,pqm-1,sma-3,sma-9	23	HOT
chrX:4795744-4795896	.	0	cold
